

    0.103780176645774831E-01    0.138385429488976488E+02    0.726142750618734034E+01    0.709046670959253245E+01    0.744772487324207066E+01    0.994732962464029669E+01
    0.102533518360666022E-01    0.138377133939701071E+02    0.754129184797523955E+01    0.745658526464746085E+01    0.945700080388849074E+01    0.948141387042860373E+01
    0.101281225094009796E-01    0.138372907921441293E+02    0.705427420045127906E+01    0.746982053932117473E+01    0.740712043776657225E+01    0.991117760555525784E+01
    0.100223447371639348E-01    0.138332885670479548E+02    0.753025389596887784E+01    0.789094908236385972E+01    0.315851404359412857E+01    0.984000099442907938E+01
    0.995166766298631947E-02    0.138224424321278310E+02    0.790618351842912581E+01    0.751652022553601284E+01    0.103882771971446530E+01    0.986375829066170873E+01
    0.983774547923772086E-02    0.138204695813232554E+02    0.736765249234634290E+01    0.702203159993986770E+01    0.840504859047770125E+01    0.998325923135540272E+01
    0.972263186324692601E-02    0.138190100157309992E+02    0.746001076455129830E+01    0.758901331354547892E+01    0.467064905318663381E+01    0.951839210607560560E+01
    0.967672347696699880E-02    0.138034759946101886E+02    0.773096994772775581E+01    0.742696001265992933E+01    0.641534338670168580E+01    0.966650450962137420E+01
    0.958813573587066065E-02    0.137968697683788495E+02    0.742661097804281223E+01    0.726656290851733822E+01    0.104903473719988494E+01    0.967327205411365298E+01
    0.948658285952192100E-02    0.137931657755192685E+02    0.749187641108041724E+01    0.744583713482735465E+01    0.742818822155199321E+01    0.951828655309809868E+01
    0.938122158361826691E-02    0.137905027403538263E+02    0.740157983035931810E+01    0.782174968151504313E+01    0.722894094020683653E+01    0.978781054273605200E+01
    0.927775853779666711E-02    0.137876827535251891E+02    0.768154482615726941E+01    0.755048700203501788E+01    0.895824077768681803E+01    0.961850661563162923E+01
    0.916540316467390377E-02    0.137870509751751271E+02    0.715048193931579590E+01    0.714451491832733154E+01    0.529509723186492920E+01    0.827797055244445801E+01
    0.905883660357980833E-02    0.137854413118038650E+02    0.738682141133597003E+01    0.760952014265150467E+01    0.874517246220583822E+01    0.959087019785583728E+01
    0.101028803269933836E-01    0.135672295037965522E+02    0.771939509307773353E+01    0.775306863657615075E+01    0.370775211510164926E+01    0.988537255423728389E+01
    0.130436438329614660E-01    0.130562687269454401E+02    0.762468465045854416E+01    0.752286618035495103E+01    0.363443336681755547E+01    0.993850739096811076E+01
    0.926857093277860290E-02    0.137396122174391344E+02    0.730812227215203691E+01    0.723464054969563719E+01    0.342139864240276204E+01    0.980107698410695072E+01
    0.942811792223735394E-02    0.137054776466438302E+02    0.791817674405691285E+01    0.731796893972725115E+01    0.382665547188288890E+01    0.997336391155269197E+01
    0.948471442845150864E-02    0.136935076414946479E+02    0.753342317409777351E+01    0.736425581312626054E+01    0.388447784934637230E+01    0.963880413652339385E+01
    0.116554465288099488E-01    0.132813234640311020E+02    0.708627879619598389E+01    0.671966075897216797E+01    0.344673752784729004E+01    0.846972346305847168E+01
    0.920059467970005262E-02    0.137543343898315431E+02    0.749337863804265680E+01    0.737709047354609382E+01    0.478239273962607481E+01    0.958573180159672766E+01
    0.103506781260707358E-01    0.135187665579747680E+02    0.751593390047523702E+01    0.775041034407065066E+01    0.459943006320229220E+01    0.982342396481683089E+01
    0.935096803745943256E-02    0.137219108892401582E+02    0.736660412995658653E+01    0.788108095448506685E+01    0.414524155594523958E+01    0.990185889315054091E+01
    0.953115079269403059E-02    0.136837397017228959E+02    0.743842824318014451E+01    0.758053500630209598E+01    0.479720472006620469E+01    0.962116026593134777E+01
    0.124791104039033377E-01    0.131447584746349566E+02    0.759434139675977260E+01    0.751820467294366956E+01    0.445555351817972412E+01    0.989296944661723643E+01
    0.930959807517221967E-02    0.137307787938503481E+02    0.752882719039916992E+01    0.878775060176849365E+01    0.401942312717437744E+01    0.735842883586883545E+01
    0.102238612871624768E-01    0.135434219716220046E+02    0.791358924135633668E+01    0.754690707480620304E+01    0.971823702680885404E+01    0.998422025980823591E+01
    0.975291332336463215E-02    0.136377385464119953E+02    0.755267386383232076E+01    0.723588133915750653E+01    0.961738510122672352E+01    0.978518179536166421E+01
    0.141463579247531022E-01    0.128939562309955260E+02    0.746362571327722257E+01    0.745718378535886739E+01    0.953554714119106350E+01    0.997963994249867170E+01
    0.114331860281349854E-01    0.133198302687907724E+02    0.761694654934664239E+01    0.769461361572692049E+01    0.998604760111392942E+01    0.988981814953238469E+01
    0.108862238496665216E-01    0.134178743862020919E+02    0.771380369788764586E+01    0.758672739023311227E+01    0.860583406963684361E+01    0.985129571461080289E+01
    0.972403866339290393E-02    0.136436685669090760E+02    0.740027262602822145E+01    0.735359909374776954E+01    0.875435609771601086E+01    0.969721073018881086E+01
    0.133177016688665294E-01    0.130146824262754848E+02    0.756199086164988188E+01    0.730159891844696407E+01    0.915141717798786303E+01    0.999320452076161203E+01
    0.108660177785407965E-01    0.134215900633783516E+02    0.739575591779454111E+01    0.713560267718769481E+01    0.913089571247332366E+01    0.998736131347318334E+01
    0.121700348823993512E-01    0.131949170854460185E+02    0.745160316487530139E+01    0.725164997355717844E+01    0.889795882898479462E+01    0.995746209338796184E+01
    0.123481376852524801E-01    0.131658601179853250E+02    0.761152139037124531E+01    0.737024434578179033E+01    0.884509948023357850E+01    0.991632651134248810E+01
    0.132207488940118568E-01    0.130292956691936599E+02    0.766481549423341058E+01    0.739097457596930241E+01    0.821887007283534210E+01    0.998214855550616242E+01
    0.960945709410223302E-02    0.136673751768862868E+02    0.743584311507928231E+01    0.791565439641620738E+01    0.808620098041074975E+01    0.994365204322426521E+01
    0.104331822552405432E-01    0.135028879750696138E+02    0.762200295925140381E+01    0.735887825489044189E+01    0.831242561340332031E+01    0.977866888046264648E+01
    0.123796762934109024E-01    0.131607583932170638E+02    0.778153261622555448E+01    0.757624014074893193E+01    0.767517052301999314E+01    0.999955903535181534E+01
    0.939258172317617573E-02    0.137130302333086647E+02    0.759574935839000531E+01    0.714740649254859139E+01    0.775405422443957093E+01    0.985857126747108126E+01
    0.928663582674646784E-02    0.137357179143662336E+02    0.761287373425444791E+01    0.724153341255388483E+01    0.767220491132468130E+01    0.974990250918714985E+01
    0.115212452842595077E-01    0.133044851379239795E+02    0.758613343773111382E+01    0.773884678747602273E+01    0.836760819778757359E+01    0.991629405078871606E+01
    0.113847255390605862E-01    0.133283254479910340E+02    0.781406639148299220E+01    0.764559756148350811E+01    0.727610467621187507E+01    0.998798596657315940E+01
    0.108599768749007078E-01    0.134227022617181060E+02    0.753479527274355476E+01    0.772948186124564973E+01    0.743324157496461080E+01    0.985027556928858772E+01
    0.113588888460259899E-01    0.133328694406407813E+02    0.751546179950289783E+01    0.783097105763351475E+01    0.750581665996710257E+01    0.997227235195806294E+01
    0.977374677918336175E-02    0.136334708501209967E+02    0.744717403927120891E+01    0.719200059948811532E+01    0.730472948515214693E+01    0.983270555608350882E+01
    0.134733525255360028E-01    0.129914429364296886E+02    0.761784405435126999E+01    0.735146803622415224E+01    0.732609507579660146E+01    0.999130476243843724E+01
    0.101852345586499714E-01    0.135509924735050920E+02    0.778601400805879162E+01    0.760400568422515910E+01    0.683018562008503860E+01    0.986028470642047949E+01
    0.105072310529894606E-01    0.134887432482567426E+02    0.747972051668636340E+01    0.731540600572328081E+01    0.716441105530110889E+01    0.978493580069390489E+01
    0.102105076289734174E-01    0.135460359324729165E+02    0.783983297191997242E+01    0.736583040443371839E+01    0.663486299739971486E+01    0.992661641855527321E+01
    0.116136907096808135E-01    0.132885013604044797E+02    0.744046406437855978E+01    0.749128017415190950E+01    0.238584426840289066E+01    0.982153297819272275E+01
    0.115293917818846403E-01    0.133030714680213364E+02    0.719325964482166746E+01    0.761780792261568429E+01    0.231984664181274880E+01    0.998056244875946774E+01
    0.111059676884406860E-01    0.133779054450860997E+02    0.762574483069029085E+01    0.747044263074176307E+01    0.164156103159201860E+01    0.980421705970912072E+01
